# Source: http://celex.mpi.nl/ with unknown license

#-----------------------------------------------------------------------
# test that we can override the stemming algorithm with our own mappings
# these must be tab-separated
# monkeys	monkey
# otters	otter
# some crazy ones that a stemmer would never do
# dogs	cat
a-al-tolletjes	a-al-tol
flagellantisme	flagellantisme
flagelleer	flagelleer
flagelleerde	flagelleer
flagelleerden	flagelleer
flagelleert	flagelleer
flagelleren	flagelleer
flagellerend	flagelleer
flagellerende	flagelleer
flageolettonen	flageolettoon
flageolettoon	flageolettoon
flagranter	flagrant
flagrantere	flagrant
flagrantst	flagrant
flagrantste	flagrant
flagstone	flagstone
flagstones	flagstone
flakkerde	flakker
flakkerden	flakker
flakkert	flakker
flambe	flambe
flambeer	flambeer
flambeerde	flambeer
flambeerden	flambeer
flambeert	flambeer
flambeeuwtje	flambeeuw
flambeeuwtjes	flambeeuw
flamberen	flambeer
flamberend	flambeer
flamberende	flambeer
flambouwtje	flambouw
flambouwtjes	flambouw
flamboyanter	flamboyant
flamboyantere	flamboyant
flamboyantst	flamboyant
flamboyantste	flamboyant
flamenco's	flamenco
flamingante	flamingante
flamingantisme	flamingantisme
flamingootje	flamingo
flamingootjes	flamingo
flamingo's	flamingo
flamme	flamme
flamoes	flamoez
flandricisme	flandricisme
flandricismen	flandricisme
flaneer	flaneer
flaneerde	flaneer
flaneerden	flaneer
flaneert	flaneer
flanellen	flanel
flanelletje	flanel
flanelletjes	flanel
flanelsteek	flanelsteek
flanelsteken	flanelsteek
flaneren	flaneer
flanerend	flaneer
flanerende	flaneer
flankaanvallen	flankaanval
flankeer	flankeer
flankeerde	flankeer
flankeerden	flankeer
flankeert	flankeer
flankeren	flankeer
flankerend	flankeer
flankerende	flankeer
flankering	flankering
flankeringen	flankering
flankvuur	flankvuur
flansend	flans
flansende	flans
flanst	flans
flanste	flans
flansten	flans
flapdrollen	flapdrol
flapje	flap
flapjes	flap
flapkannen	flapkan
flapoor	flapoor
flapoperaties	flapoperatie
flaporen	flapoor
flap-overs	flap-over
flappen	flap
flappend	flap
flappende	flap
flappertje	flapper
flappertjes	flapper
flapt	flap
flapte	flap
flapten	flap
flardje	flard
flash-backs	flash-back
flashes	flash
flatcomite	flatcomite
flatertje	flater
flatertjes	flater
flatje	flat
flatjes	flat
flatneurose	flatneurose
flatneurosen	flatneurose
flatneuroses	flatneurose
flatteer	flatteer
flatteerde	flatteer
flatteerden	flatteer
flatteert	flatteer
flatteren	flatteer
flatterend	flatteer
flatterende	flatteer
flatteus	flatteuz
flatteust	flatteuz
flatteuste	flatteuz
flatteuzer	flatteuz
flatteuzere	flatteuz
flatulenties	flatulentie
flatwoning	flatwoning
flatwoningen	flatwoning
Flaubert	Flaubert
flauwer	flauw
flauwere	flauw
flauwgevallen	flauwval
flauwhartig	flauwhartig
flauwhartige	flauwhartig
flauwhartiger	flauwhartig
flauwhartigere	flauwhartig
flauwhartigheid	flauwhartigheid
flauwhartigst	flauwhartig
flauwhartigste	flauwhartig
flauwigheden	flauwigheid
flauwigheid	flauwigheid
flauwst	flauw
flauwste	flauw
flauwte	flauwte
flauwten	flauwte
flauwtes	flauwte
flauwtetje	flauwte
flauwtetjes	flauwte
flauwvallen	flauwval
flauwvallend	flauwval
flauwvallende	flauwval
flauwvalt	flauwval
flauwviel	flauwval
flauwvielen	flauwval
flebile	flebile
flebogrammen	flebogram
flebotomieen	flebotomie
flecteer	flecteer
flecteerde	flecteer
flecteerden	flecteer
flecteert	flecteer
flecteren	flecteer
flecterend	flecteer
flecterende	flecteer
fleem	fleem
fleemde	fleem
fleemden	fleem
fleemstertje	fleemster
fleemstertjes	fleemster
fleemt	fleem
fleemtaal	fleemtaal
fleer	fleer
fleerde	fleer
fleerden	fleer
fleert	fleer
fleetsales	fleetsale
flegmatici	flegmaticus
flegmatieker	flegmatiek
flegmatiekere	flegmatiek
flegmatiekst	flegmatiek
flegmatiekste	flegmatiek
flegmatischer	flegmatisch
flegmatischere	flegmatisch
flegmatischt	flegmatisch
flegmatischte	flegmatisch
flegmone	flegmone
flegmonen	flegmone
flegmoon	flegmoon
flemen	fleem
flemend	fleem
flemende	fleem
flemerig	flemerig
flemerige	flemerig
flemeriger	flemerig
flemerigere	flemerig
flemerigst	flemerig
flemerigste	flemerig
flemertje	flemer
flemertjes	flemer
flens	flens
flensde	flenz
flensden	flenz
flensend	flens
flensende	flens
flensje	flenz
flensjes	flenz
flenst	flens
flenste	flens
flensten	flens
flentertje	flenter
flentertjes	flenter
flenzend	flenz
flenzende	flenz
fleppen	flep
fleppend	flep
fleppende	flep
flept	flep
flepte	flep
flepten	flep
fleren	fleer
flerend	fleer
flerende	fleer
flesje	fles
flesjes	fles
flesjeswaterpassen	flesjeswaterpas
fleskinderen	fleskind
flessebakje	flessebak
flessebakjes	flessebak
flessebrief	flessebriev
flessehals	flessehalz
flessekinderen	flessekind
flessen	fles
flessend	fles
flessende	fles
flessenglas	flessenglaz
flessenspoelmachine	flessenspoelmachine
flessenspoelmachines	flessenspoelmachine
flessenvoorraad	flessenvoorraad
flest	fles
fleste	fles
flesten	fles
flesvoeding	flesvoeding
flesvoedingen	flesvoeding
Fletcher	Fletcher
flets	flets
fletse	flets
fletser	flets
fletsere	flets
fletst	flets
fletste	flets
fleurde	fleur
fleurden	fleur
fleurend	fleur
fleurende	fleur
fleuriger	fleurig
fleurigere	fleurig
fleurigheid	fleurigheid
fleurigst	fleurig
fleurigste	fleurig
fleurt	fleur
flexibeler	flexibel
flexibelere	flexibel
flexibelst	flexibel
flexibelste	flexibel
flexiemorfeem	flexiemorfeem
flexiemorfemen	flexiemorfeem
flexies	flexie
flexiestraal	flexiestraal
flexuren	flexuur
flexuur	flexuur
flik-flakken	flik-flak
flikflooide	flikflooi
flikflooiden	flikflooi
flikflooit	flikflooi
flikje	flik
flikjes	flik
flikkend	flik
flikkende	flik
flikkerbuis	flikkerbuiz
flikkercultuur	flikkercultuur
flikkerde	flikker
flikkerden	flikker
flikkerglans	flikkerglanz
flikkerglansen	flikkerglanz
flikkering	flikkering
flikkeringen	flikkering
flikkert	flikker
flikkertje	flikker
flikkertjes	flikker
flikt	flik
flikte	flik
flikten	flik
flinker	flink
flinkere	flink
flinkigheden	flinkigheid
flinkigheid	flinkigheid
flinkst	flink
flinkste	flink
flinterdunne	flinterdun
flinterig	flinterig
flinterige	flinterig
flinterrevoluties	flinterrevolutie
flintglas	flintglaz
flip-overs	flip-over
flippen	flip
flippend	flip
flippende	flip
flipperautomaat	flipperautomaat
flipperautomaats	flipperautomaat
flipperde	flipper
flipperden	flipper
flippert	flipper
flipside	flipside
flipsides	flipside
flipt	flip
flipte	flip
fliptelefoon	fliptelefoon
fliptelefoons	fliptelefoon
flipten	flip
flirtend	flirt
flirtende	flirt
flits	flits
flitsblokje	flitsblok
flitsblokjes	flitsblok
flitsend	flits
flitsende	flits
flitsjes	flits
flitslampje	flitslamp
flitslampjes	flitslamp
flitst	flits
flitste	flits
flitsten	flits
flitstoestellen	flitstoestel
flobertgeweer	flobertgeweer
flobertgeweren	flobertgeweer
flocculeer	flocculeer
flocculeerde	flocculeer
flocculeerden	flocculeer
flocculeert	flocculeer
flocculeren	flocculeer
flocculerend	flocculeer
flocculerende	flocculeer
flodderaar	flodderaar
flodderaars	flodderaar
flodderboks	flodderboks
flodderde	flodder
flodderden	flodder
flodderig	flodderig
flodderige	flodderig
flodderiger	flodderig
flodderigere	flodderig
flodderigst	flodderig
flodderigste	flodderig
floddermadammen	floddermadam
floddermuts	floddermuts
floddert	flodder
floepend	floep
floepende	floep
floept	floep
floepte	floep
floepten	floep
floers	floers
flonkerde	flonker
flonkerden	flonker
flonkering	flonkering
flonkeringen	flonkering
flonkert	flonker
floor-shows	floor-show
Floortje	Floortje
floot	fluit
floppen	flop
floppend	flop
floppende	flop
floppydrive	floppydrive
floppydrives	floppydrive
flopt	flop
flopte	flop
flopten	flop
Flor	Flor
floraal	floraal
florale	floraal
floralia	floralium
flora's	flora
floreer	floreer
floreerde	floreer
floreerden	floreer
floreert	floreer
Florence	Florence
Florent	Florent
Florentijns	Florentijns
Florentijnse	Florentijns
florentine	florentine
floreren	floreer
florerend	floreer
florerende	floreer
floretzijde	floretzijde
Florian	Florian
Florida	Florida
Floris	Floris
florissanter	florissant
florissantere	florissant
florissantst	florissant
florissantste	florissant
flossen	flos
flossend	flos
flossende	flos
flost	flos
floste	flos
flosten	flos
floszijde	floszijde
floteer	floteer
floteerde	floteer
floteerden	floteer
floteert	floteer
floten	fluit
floteren	floteer
floterend	floteer
floterende	floteer
flotteer	flotteer
flotteerde	flotteer
flotteerden	flotteer
flotteerdraden	flotteerdraad
flotteert	flotteer
flotteren	flotteer
flotterend	flotteer
flotterende	flotteer
flottielje	flottielje
flottieljes	flottielje
flottieljevaartuig	flottieljevaartuig
flottieljevaartuigen	flottieljevaartuig
flous	flouz
flousje	flouz
flousjes	flouz
flouwtje	flouw
flouwtjes	flouw
flow-charts	flow-chart
fluctuaties	fluctuatie
fluctueerde	fluctueer
fluctueerden	fluctueer
fluctueert	fluctueer
fluctueren	fluctueer
fluctuerend	fluctueer
fluctuerende	fluctueer
fluide	fluide
fluiden	fluide
fluidiseer	fluidiseer
fluidiseerde	fluidiseer
fluidiseerden	fluidiseer
fluidiseert	fluidiseer
fluidiseren	fluidiseer
fluidiserend	fluidiseer
fluidiserende	fluidiseer
fluimde	fluim
fluimden	fluim
fluimend	fluim
fluimende	fluim
fluimpje	fluim
fluimpjes	fluim
fluimt	fluim
fluisteraar	fluisteraar
fluisteraars	fluisteraar
fluistercampagne	fluistercampagne
fluistercampagnes	fluistercampagne
fluisterde	fluister
fluisterden	fluister
fluistergewelf	fluistergewelv
fluistering	fluistering
fluisteringen	fluistering
fluistert	fluister
fluisterwallen	fluisterwal
fluitaria's	fluitaria
fluitend	fluit
fluitende	fluit
fluitertje	fluiter
fluitertjes	fluiter
fluitglas	fluitglaz
fluitje	fluit
fluitjes	fluit
fluitschepen	fluitschip
fluittonen	fluittoon
fluittoon	fluittoon
fluks	fluks
flukser	fluks
flukst	fluks
fluoreer	fluoreer
fluoreerde	fluoreer
fluoreerden	fluoreer
fluoreert	fluoreer
fluoreren	fluoreer
fluorerend	fluoreer
fluorerende	fluoreer
fluoresceer	fluoresceer
fluoresceerde	fluoresceer
fluoresceerden	fluoresceer
fluoresceert	fluoresceer
fluoresceine	fluoresceine
fluorescenties	fluorescentie
fluoresceren	fluoresceer
fluorescerend	fluoresceer
fluorescerende	fluoresceer
fluorescoop	fluorescoop
fluorescopen	fluorescoop
fluorhoudend	fluorhoudend
fluorhoudende	fluorhoudend
fluoride	fluoride
fluorideer	fluorideer
fluorideerde	fluorideer
fluorideerden	fluorideer
fluorideert	fluorideer
fluoriden	fluoride
fluorideren	fluorideer
fluoriderend	fluorideer
fluoriderende	fluorideer
fluoridering	fluoridering
flute	flute
flutes	flute
fluweel	fluweel
fluweelachtig	fluweelachtig
fluweelachtige	fluweelachtig
fluweelachtiger	fluweelachtig
fluweelachtigere	fluweelachtig
fluweelachtigst	fluweelachtig
fluweelachtigste	fluweelachtig
fluweeltje	fluweel
fluweeltjes	fluweel
fluweelzachter	fluweelzacht
fluweelzachtere	fluweelzacht
fluweelzachtst	fluweelzacht
fluweelzachtste	fluweelzacht
fluweelzwarter	fluweelzwart
fluweelzwartere	fluweelzwart
fluweelzwartst	fluweelzwart
fluweelzwartste	fluweelzwart
fluwelen	fluwelen
fluwelig	fluwelig
fluwelige	fluwelig
fluweliger	fluwelig
fluweligere	fluwelig
fluweligst	fluwelig
fluweligste	fluwelig
fluwijntje	fluwijn
fluwijntjes	fluwijn
fly-overs	fly-over
fnuikend	fnuik
fnuikender	fnuikend
fnuikendere	fnuikend
fnuikendst	fnuikend
fnuikendste	fnuikend
fnuikt	fnuik
fnuikte	fnuik
fnuikten	fnuik
fobieen	fobie
focusseer	focusseer
focusseerde	focusseer
focusseerden	focusseer
focusseert	focusseer
focussen	focus
focussend	focus
focussende	focus
focusseren	focusseer
focusserend	focusseer
focusserende	focusseer
focust	focus
focuste	focus
focusten	focus
foedraal	foedraal
foedraaltje	foedraal
foedraaltjes	foedraal
foedralen	foedraal
foefelde	foefel
foefelden	foefel
foefelt	foefel
foefje	foef
foefjes	foef
foeilelijker	foeilelijk
foeilelijkere	foeilelijk
foeilelijkst	foeilelijk
foeilelijkste	foeilelijk
foeliede	foelie
foelieden	foelie
foelien	foelie
foeliend	foelie
foeliende	foelie
foelies	foelie
foeliet	foelie
foerage	foerage
foerageer	foerageer
foerageerde	foerageer
foerageerden	foerageer
foerageert	foerageer
foerageren	foerageer
foeragerend	foerageer
foeragerende	foerageer
foeriertje	foerier
foeriertjes	foerier
foetaal	foetaal
foetale	foetaal
foeterde	foeter
foeterden	foeter
foetert	foeter
foetsies	foetsie
foetussen	foetus
foezelde	foezel
foezelden	foezel
foezelig	foezelig
foezelige	foezelig
foezeliger	foezelig
foezeligere	foezelig
foezeligst	foezelig
foezeligste	foezelig
foezelolien	foezelolie
foezelt	foezel
fohnde	fohn
fohnden	fohn
fohnend	fohn
fohnende	fohn
fohnt	fohn
fokkehals	fokkehalz
Fokkema	Fokkema
fokkemaat	fokkemaat
fokkemaats	fokkemaat
fokkend	fok
fokkende	fok
fokkeraas	fokkera
fokkera's	fokkera
fokkerijtje	fokkerij
fokkerijtjes	fokkerij
fokkerskring	fokkerskring
fokkerskringen	fokkerskring
fokpremies	fokpremie
foksia's	foksia
fokt	fok
fokte	fok
fokten	fok
foldertje	folder
foldertjes	folder
folieerde	folieer
folieerden	folieer
folieert	folieer
folieren	folieer
folierend	folieer
folierende	folieer
folies	folie
foliootje	folio
foliootjes	folio
folio's	folio
folklore	folklore
follow-ups	follow-up
folteraar	folteraar
folteraars	folteraar
folterde	folter
folterden	folter
foltering	foltering
folteringen	foltering
folterpaal	folterpaal
folterpalen	folterpaal
foltert	folter
foltertuig	foltertuig
foltertuigen	foltertuig
folterwerktuig	folterwerktuig
folterwerktuigen	folterwerktuig
fomenteer	fomenteer
fomenteerde	fomenteer
fomenteerden	fomenteer
fomenteert	fomenteer
fomenteren	fomenteer
fomenterend	fomenteer
fomenterende	fomenteer
fonce	fonce
fonderen	fondeer
fondering	fondering
fonderingen	fondering
fonds	fonds
fondsbrillen	fondsbril
fondscatalogi	fondscatalogus
fondscatalogussen	fondscatalogus
fondsenbeurs	fondsenbeurz
fondsenveiling	fondsenveiling
fondsenveilingen	fondsenveiling
fondsleden	fondslid
fondsspreekuren	fondsspreekuur
fondsspreekuur	fondsspreekuur
fondsveiling	fondsveiling
fondsveilingen	fondsveiling
fonduede	fondue
fondueden	fondue
fonduen	fondue
fonduend	fondue
fonduende	fondue
fondue-pannen	fondue-pan
fondues	fondue
fondue-sets	fondue-set
fondue-stellen	fondue-stel
fonduet	fondue
foneem	foneem
fonemen	foneem
fonetici	foneticus
fonkelde	fonkel
fonkelden	fonkel
fonkeling	fonkeling
fonkelingen	fonkeling
fonkelnieuwer	fonkelnieuw
fonkelnieuwere	fonkelnieuw
fonkelnieuwst	fonkelnieuw
fonkelnieuwste	fonkelnieuw
fonkelt	fonkel
fonofoor	fonofoor
fonoforen	fonofoor
fonograaf	fonograaf
fonografen	fonograaf
fonogrammen	fonogram
fonola's	fonola
fonologen	fonoloog
fonoloog	fonoloog
fonoscoop	fonoscoop
fonoscopen	fonoscoop
fonotypiste	fonotypiste
fonotypistes	fonotypiste
Fontane	Fontane
fontanellen	fontanel
fonteintje	fontein
fonteintjes	fontein
fontenellen	fontenel
fooitje	fooi
fooitjes	fooi
foor	foor
foorwagen	foorwagen
fopbeen	fopbeen
fopbeenderen	fopbeen
fopbenen	fopbeen
foppen	fop
foppend	fop
foppende	fop
fopperijtje	fopperij
fopperijtjes	fopperij
fopsigaar	fopsigaar
fopsigaren	fopsigaar
fopspeen	fopspeen
fopspenen	fopspeen
fopt	fop
fopte	fop
fopten	fop
fopzwammen	fopzwam
foraminifeer	foraminifeer
foraminiferen	foraminifeer
force	force
forceer	forceer
forceerde	forceer
forceerden	forceer
forceert	forceer
forceps	forceps
forceren	forceer
forcerend	forceer
forcerende	forceer
forellen	forel
forelletje	forel
forelletjes	forel
foren	foor
forens	forenz
forensde	forenz
forensden	forenz
forensen	forenz
forensenbelasting	forensenbelasting
forensisme	forensisme
forenst	forenz
forenzenbelasting	forenzenbelasting
formaat	formaat
formaatvellen	formaatvel
formaldehyde	formaldehyde
formaline	formaline
formaliseer	formaliseer
formaliseerde	formaliseer
formaliseerden	formaliseer
formaliseert	formaliseer
formaliseren	formaliseer
formaliserend	formaliseer
formaliserende	formaliseer
formalisering	formalisering
formaliseringen	formalisering
formalisme	formalisme
formalistischer	formalistisch
formalistischere	formalistisch
formalistischt	formalistisch
formalistischte	formalistisch
formans	formans
formantia	formans
formaten	formaat
formatieonderhandeling	formatieonderhandeling
formatieonderhandelingen	formatieonderhandeling
formatieperiode	formatieperiode
formatieplaats	formatieplaats
formatiepoging	formatiepoging
formatiepogingen	formatiepoging
formaties	formatie
formatrice	formatrice
formatrices	formatrice
formatteer	formatteer
formatteerde	formatteer
formatteerden	formatteer
formatteert	formatteer
formatteren	formatteer
formatterend	formatteer
formatterende	formatteer
formeel	formeel
formeel-democratische	formeel-democratisch
formeelst	formeel
formeelste	formeel
formeer	formeer
formeerde	formeer
formeerden	formeer
formeert	formeer
formele	formeel
formelen	formeel
formeler	formeel
formelere	formeel
formeren	formeer
formerend	formeer
formerende	formeer
formering	formering
formeringen	formering
formidabeler	formidabel
formidabelere	formidabel
formidabelst	formidabel
formidabelste	formidabel
formule	formule
formuleer	formuleer
formuleerde	formuleer
formuleerden	formuleer
formuleert	formuleer
formuleren	formuleer
formulerend	formuleer
formulerende	formuleer
formulering	formulering
formuleringen	formulering
formules	formule
formuletje	formule
formuletjes	formule
formulewagen	formulewagen
formuliertje	formulier
fornuis	fornuiz
fornuisje	fornuiz
fors	fors
forse	fors
forser	fors
forsere	fors
forsiger	forsig
forsigere	forsig
forsigst	forsig
forsigste	forsig
forst	fors
forste	fors
forsythia's	forsythia
forte	forte
fortenlinies	fortenlinie
forte-piano's	forte-piano
fortes	fortis
FORT-groep	FORT-groep
FORT-groepen	FORT-groep
forti	forto
fortificatien	fortificatie
fortificaties	fortificatie
fortificeer	fortificeer
fortificeerde	fortificeer
fortificeerden	fortificeer
fortificeert	fortificeer
fortificeren	fortificeer
fortificerend	fortificeer
fortificerende	fortificeer
fortissimo's	fortissimo
forto's	forto
Fortran	Fortran
fortuinlijk	fortuinlijk
fortuinlijke	fortuinlijk
fortuinlijker	fortuinlijk
fortuinlijkere	fortuinlijk
fortuinlijkst	fortuinlijk
fortuinlijkste	fortuinlijk
fortuintje	fortuin
fortuintjes	fortuin
forumdiscussies	forumdiscussie
fosbury-flops	fosbury-flop
fosfaat	fosfaat
fosfaatgehalte	fosfaatgehalte
fosfaatreiniging	fosfaatreiniging
fosfaten	fosfaat
fosfine	fosfine
fosfinen	fosfine
fosfolipiden	fosfolipide
fosforbommen	fosforbom
fosforesceer	fosforesceer
fosforesceerde	fosforesceer
fosforesceerden	fosforesceer
fosforesceert	fosforesceer
fosforesceren	fosforesceer
fosforescerend	fosforesceer
fosforescerende	fosforesceer
fosforhoudend	fosforhoudend
fosforhoudende	fosforhoudend
fosforvergiftiging	fosforvergiftiging
fosforvergiftigingen	fosforvergiftiging
fosforzuren	fosforzuur
fosforzuur	fosforzuur
fosgeen	fosgeen
fossiliseer	fossiliseer
fossiliseerde	fossiliseer
fossiliseerden	fossiliseer
fossiliseert	fossiliseer
fossiliseren	fossiliseer
fossiliserend	fossiliseer
fossiliserende	fossiliseer
Foster	Foster
fotismen	fotisme
fotoapparatuur	fotoapparatuur
fotoarchief	fotoarchiev
fotoautomaat	fotoautomaat
fotoautomaten	fotoautomaat
fotobacterien	fotobacterie
fotobiografieen	fotobiografie
fotobureaus	fotobureau
fotocamera's	fotocamera
fotocellen	fotocel
fotocollage	fotocollage
fotocollages	fotocollage
fotodiode	fotodiode
fotodioden	fotodiode
fotodiodes	fotodiode
foto-elektrische	foto-elektrisch
foto-elektronen	foto-elektron
foto-elementen	foto-element
fotofinishes	fotofinish
fotofoon	fotofoon
fotofoons	fotofoon
fotogeen	fotogeen
fotogene	fotogeen
fotogenieker	fotogeniek
fotogeniekere	fotogeniek
fotogeniekst	fotogeniek
fotogeniekste	fotogeniek
fotogeologen	fotogeoloog
fotogeoloog	fotogeoloog
fotograaf	fotograaf
fotografe	fotografe
fotografeer	fotografeer
fotografeerde	fotografeer
fotografeerden	fotografeer
fotografeert	fotografeer
fotografen	fotograaf
fotograferen	fotografeer
fotograferend	fotografeer
fotograferende	fotografeer
fotografieen	fotografie
fotografies	fotografie
fotografietje	fotografie
fotografietjes	fotografie
fotogrammen	fotogram
fotogravure	fotogravure
fotogravures	fotogravure
fotohandelaar	fotohandelaar
fotohandelaars	fotohandelaar
fotohandelaren	fotohandelaar
